OTU	ASVs
OTU1535	ASV2848
OTU1536	ASV2849, ASV6309, ASV8825, ASV9562, ASV10684
OTU1537	ASV2851
OTU1538	ASV2853
OTU1539	ASV2855
OTU1540	ASV2859
OTU1541	ASV2862
OTU1542	ASV2865, ASV4817
OTU1543	ASV2867
OTU1544	ASV2882
OTU1545	ASV2884, ASV2917
OTU1546	ASV2885
OTU1547	ASV2889
OTU1548	ASV2890
OTU1549	ASV2892, ASV11226
OTU1550	ASV2893, ASV7265, ASV8177, ASV11849
OTU1551	ASV2894, ASV11343
OTU1552	ASV2895
OTU1553	ASV2896, ASV3843
OTU1554	ASV2900, ASV10406
OTU1555	ASV2901
OTU1556	ASV2902
OTU1557	ASV2903, ASV4317, ASV6770, ASV7166
OTU1558	ASV2907
OTU1559	ASV2909, ASV6220, ASV8003, ASV9748
OTU1560	ASV2913, ASV6149, ASV9536
OTU1561	ASV2916
OTU1562	ASV2918, ASV7874
OTU1563	ASV2922, ASV5155
OTU1564	ASV2923
OTU1565	ASV2924, ASV6702, ASV10900
OTU1566	ASV2928
OTU1567	ASV2932
OTU1568	ASV2933
OTU1569	ASV2934, ASV5163, ASV8235, ASV9571
OTU1570	ASV2945, ASV10037
OTU1571	ASV2948, ASV5659
OTU1572	ASV2950, ASV8141
OTU1573	ASV2953, ASV3087
OTU1574	ASV2958
OTU1575	ASV2963
OTU1576	ASV2966, ASV4096
OTU1577	ASV2968
OTU1578	ASV2969
OTU1579	ASV2970
OTU1580	ASV2974
OTU1581	ASV2977
OTU1582	ASV2980
OTU1583	ASV2981
OTU1584	ASV2986
OTU1585	ASV2987
OTU1586	ASV2988
OTU1587	ASV2989, ASV3148
OTU1588	ASV2991
OTU1589	ASV2992
OTU1590	ASV2993
OTU1591	ASV2997, ASV7616
OTU1592	ASV2998
OTU1593	ASV3000, ASV3481, ASV5893, ASV9274, ASV10368
OTU1594	ASV3002, ASV8164
OTU1595	ASV3005, ASV3620, ASV5127, ASV5338
OTU1596	ASV3006, ASV5389, ASV5911
OTU1597	ASV3008, ASV6675, ASV9188
OTU1598	ASV3009
OTU1599	ASV3010
OTU1600	ASV3011
OTU1601	ASV3012, ASV5342
OTU1602	ASV3014
OTU1603	ASV3015
OTU1604	ASV3017
OTU1605	ASV3018
OTU1606	ASV3019
OTU1607	ASV3021, ASV7196, ASV9881
OTU1608	ASV3023
OTU1609	ASV3027
OTU1610	ASV3029, ASV4990, ASV5827, ASV6504, ASV7043
OTU1611	ASV3031
OTU1612	ASV3034
OTU1613	ASV3038
OTU1614	ASV3040, ASV5640
OTU1615	ASV3041
OTU1616	ASV3042
OTU1617	ASV3043, ASV4436, ASV8651, ASV9608
OTU1618	ASV3045
OTU1619	ASV3047, ASV3325, ASV3764, ASV4263, ASV8390, ASV8732, ASV10906
OTU1620	ASV3050, ASV5794
OTU1621	ASV3052, ASV5282
OTU1622	ASV3053, ASV4229, ASV4390, ASV5798, ASV6829, ASV7408, ASV7852
OTU1623	ASV3056
OTU1624	ASV3060
OTU1625	ASV3061
OTU1626	ASV3062
OTU1627	ASV3066
OTU1628	ASV3067
OTU1629	ASV3068
OTU1630	ASV3070
OTU1631	ASV3073, ASV3705
OTU1632	ASV3076, ASV7049
OTU1633	ASV3084
OTU1634	ASV3086
OTU1635	ASV3090
OTU1636	ASV3091
OTU1637	ASV3102, ASV9116, ASV9527
OTU1638	ASV3103
OTU1639	ASV3105, ASV9060
OTU1640	ASV3107, ASV9916
OTU1641	ASV3108
OTU1642	ASV3111
OTU1643	ASV3112
OTU1644	ASV3120
OTU1645	ASV3121
OTU1646	ASV3124
OTU1647	ASV3125, ASV3850, ASV5094, ASV11853
OTU1648	ASV3126
OTU1649	ASV3127, ASV3775, ASV4010
OTU1650	ASV3128, ASV6642
OTU1651	ASV3129, ASV9107
OTU1652	ASV3131, ASV10497
OTU1653	ASV3132
OTU1654	ASV3133
OTU1655	ASV3136, ASV4780
OTU1656	ASV3138
OTU1657	ASV3139
OTU1658	ASV3143
OTU1659	ASV3144
OTU1660	ASV3146, ASV6809, ASV11097
OTU1661	ASV3147
OTU1662	ASV3150, ASV4823
OTU1663	ASV3151, ASV3786, ASV8981
OTU1664	ASV3153
OTU1665	ASV3154
OTU1666	ASV3155
OTU1667	ASV3156
OTU1668	ASV3157
OTU1669	ASV3159
OTU1670	ASV3160
OTU1671	ASV3161
OTU1672	ASV3166
OTU1673	ASV3168
OTU1674	ASV3020, ASV3169
OTU1675	ASV3172, ASV6036, ASV11274
OTU1676	ASV3173, ASV7554, ASV9282
OTU1677	ASV3174
OTU1678	ASV3177
OTU1679	ASV3178, ASV5417, ASV10101, ASV10385
OTU1680	ASV3181
OTU1681	ASV3186
OTU1682	ASV3188
OTU1683	ASV3190, ASV7185
OTU1684	ASV3191, ASV3495, ASV10343
OTU1685	ASV3195
OTU1686	ASV3196, ASV3792, ASV5239
OTU1687	ASV3197
OTU1688	ASV3198, ASV6352
OTU1689	ASV3202
OTU1690	ASV3203
OTU1691	ASV3204
OTU1692	ASV3207
OTU1693	ASV3212, ASV7886
OTU1694	ASV3214
OTU1695	ASV3221
OTU1696	ASV3222, ASV8363, ASV10367
OTU1697	ASV3226, ASV7481, ASV10504, ASV11762
OTU1698	ASV3229, ASV3896, ASV3931, ASV4384, ASV4950, ASV7552
OTU1699	ASV3230, ASV6832, ASV9337, ASV10723
OTU1700	ASV3234
OTU1701	ASV3235
OTU1702	ASV3238, ASV4566
OTU1703	ASV3240, ASV9947
OTU1704	ASV3241, ASV6954
OTU1705	ASV3243
OTU1706	ASV3245, ASV5036, ASV11877
OTU1707	ASV3249, ASV3555
OTU1708	ASV3250, ASV9240
OTU1709	ASV3254, ASV4341, ASV7391, ASV7440, ASV11187, ASV11978
OTU1710	ASV3255, ASV8920, ASV9252
OTU1711	ASV3257, ASV3381, ASV4591, ASV6665, ASV9603, ASV9616
OTU1712	ASV3258
OTU1713	ASV3260
OTU1714	ASV3261, ASV11792, ASV11902
OTU1715	ASV3262, ASV10915
OTU1716	ASV3264
OTU1717	ASV3265, ASV3901
OTU1718	ASV3269, ASV4994
OTU1719	ASV3270
OTU1720	ASV3271
OTU1721	ASV3272
OTU1722	ASV3274
OTU1723	ASV3275, ASV6347
OTU1724	ASV3279, ASV7469
OTU1725	ASV3280, ASV6962
OTU1726	ASV3281
OTU1727	ASV3282
OTU1728	ASV3283, ASV4373
OTU1729	ASV3284
OTU1730	ASV3286
OTU1731	ASV3287
OTU1732	ASV3290, ASV7651
OTU1733	ASV3291
OTU1734	ASV3292
OTU1735	ASV3293
OTU1736	ASV3295, ASV3400, ASV6353, ASV8271
OTU1737	ASV3296
OTU1738	ASV3299
OTU1739	ASV3302
OTU1740	ASV3303, ASV11742
OTU1741	ASV3304, ASV10124
OTU1742	ASV3305
OTU1743	ASV3306, ASV4275, ASV4564, ASV6934, ASV10039
OTU1744	ASV3308
OTU1745	ASV3309, ASV5187
OTU1746	ASV3310
OTU1747	ASV3313
OTU1748	ASV3314, ASV9858
OTU1749	ASV3316, ASV7980
OTU1750	ASV3318
OTU1751	ASV3320, ASV6745
OTU1752	ASV3322, ASV4089, ASV5426, ASV8287, ASV8340
OTU1753	ASV3329
OTU1754	ASV3331
OTU1755	ASV3333, ASV7632, ASV8051, ASV11061
OTU1756	ASV3334, ASV4230, ASV4893, ASV11932
OTU1757	ASV3337
OTU1758	ASV3339, ASV8290, ASV10340
OTU1759	ASV3341
OTU1760	ASV3343
OTU1761	ASV3345
OTU1762	ASV3347
OTU1763	ASV3348
OTU1764	ASV3349, ASV4354, ASV7567
OTU1765	ASV3352
OTU1766	ASV3353
OTU1767	ASV3354, ASV5293
OTU1768	ASV3358, ASV9524
OTU1769	ASV3360
OTU1770	ASV3361
OTU1771	ASV3363
OTU1772	ASV3366
OTU1773	ASV3367, ASV7231, ASV7544
OTU1774	ASV3370
OTU1775	ASV3372
OTU1776	ASV3374
OTU1777	ASV3376
OTU1778	ASV3378, ASV5147
OTU1779	ASV3382, ASV12007
OTU1780	ASV3383
OTU1781	ASV3384, ASV4688, ASV11701
OTU1782	ASV3385, ASV4158, ASV4872
OTU1783	ASV3390, ASV9956
OTU1784	ASV3395
OTU1785	ASV3396, ASV4310, ASV8975
OTU1786	ASV3401, ASV7982
OTU1787	ASV3403
OTU1788	ASV3404, ASV7686
OTU1789	ASV3405
OTU1790	ASV3407
OTU1791	ASV3411, ASV4460
OTU1792	ASV3413
OTU1793	ASV3414, ASV4289, ASV4806, ASV7523
OTU1794	ASV3415, ASV11567
OTU1795	ASV3417
OTU1796	ASV3418
OTU1797	ASV3419
OTU1798	ASV3421
OTU1799	ASV3422
OTU1800	ASV3423
OTU1801	ASV3424
OTU1802	ASV3426, ASV5287, ASV9652
OTU1803	ASV3428, ASV3813, ASV8657
OTU1804	ASV3429
OTU1805	ASV3430
OTU1806	ASV3431
OTU1807	ASV3432
OTU1808	ASV3434
OTU1809	ASV3435
OTU1810	ASV3436, ASV5397, ASV8289
OTU1811	ASV3437, ASV9477, ASV10333
OTU1812	ASV3438
OTU1813	ASV3439
OTU1814	ASV3440, ASV3536, ASV4124, ASV5484
OTU1815	ASV3441, ASV3770
OTU1816	ASV3442, ASV4563, ASV4686, ASV10863
OTU1817	ASV3444
OTU1818	ASV3447
OTU1819	ASV3449
OTU1820	ASV3451, ASV3860
OTU1821	ASV3455
OTU1822	ASV3458
OTU1823	ASV3460, ASV8012, ASV11066
OTU1824	ASV3461, ASV4598, ASV4853
OTU1825	ASV3463
OTU1826	ASV3467
OTU1827	ASV3468, ASV4519, ASV9341
OTU1828	ASV3469, ASV3688, ASV3757, ASV4322
OTU1829	ASV3471
OTU1830	ASV3472
OTU1831	ASV3473
OTU1832	ASV3474
OTU1833	ASV3475
OTU1834	ASV3476, ASV4750, ASV5703
OTU1835	ASV3477, ASV10424
OTU1836	ASV3478
OTU1837	ASV3479
OTU1838	ASV3484
OTU1839	ASV3485
OTU1840	ASV3486
OTU1841	ASV3488
OTU1842	ASV3491
OTU1843	ASV3492, ASV9945
OTU1844	ASV3494
OTU1845	ASV3496, ASV6388, ASV11788
OTU1846	ASV3498, ASV10279
OTU1847	ASV3500
OTU1848	ASV3501
OTU1849	ASV3503
OTU1850	ASV3504
OTU1851	ASV3505
OTU1852	ASV3506
OTU1853	ASV3507, ASV6889
OTU1854	ASV3509, ASV4276
OTU1855	ASV3511
OTU1856	ASV3513
OTU1857	ASV3514
OTU1858	ASV3517, ASV3601
OTU1859	ASV3520
OTU1860	ASV3521, ASV7197
OTU1861	ASV3529
OTU1862	ASV3531
OTU1863	ASV3532, ASV4434, ASV5828, ASV7371
OTU1864	ASV3534, ASV7926
OTU1865	ASV3535
OTU1866	ASV3538
OTU1867	ASV3540
OTU1868	ASV3544
OTU1869	ASV3545, ASV8692
OTU1870	ASV3546, ASV7071
OTU1871	ASV3547
OTU1872	ASV3548
OTU1873	ASV3549, ASV3655
OTU1874	ASV3551
OTU1875	ASV3553, ASV8349
OTU1876	ASV3554, ASV4352
OTU1877	ASV3556, ASV8824
OTU1878	ASV3558
OTU1879	ASV3560
OTU1880	ASV3561
OTU1881	ASV3562
OTU1882	ASV3563
OTU1883	ASV3565
OTU1884	ASV3568
OTU1885	ASV3570, ASV3906
OTU1886	ASV3571
OTU1887	ASV3572
OTU1888	ASV3573
OTU1889	ASV3576
OTU1890	ASV3577, ASV8276, ASV11755
OTU1891	ASV3578
OTU1892	ASV3579, ASV7465
OTU1893	ASV3581, ASV11225
OTU1894	ASV3582, ASV10221
OTU1895	ASV3583
OTU1896	ASV3584
OTU1897	ASV3585, ASV7562, ASV11421
OTU1898	ASV3588
OTU1899	ASV3589
OTU1900	ASV3592
OTU1901	ASV3593
OTU1902	ASV3594
OTU1903	ASV3595, ASV4130, ASV6997, ASV11256
OTU1904	ASV3596, ASV10794, ASV10972
OTU1905	ASV3599
OTU1906	ASV3600
OTU1907	ASV3602, ASV4770, ASV7379, ASV8701, ASV11360
OTU1908	ASV3603
OTU1909	ASV3605, ASV4716
OTU1910	ASV3606
OTU1911	ASV3607
OTU1912	ASV3609
OTU1913	ASV3610
OTU1914	ASV3611
OTU1915	ASV3613
OTU1916	ASV3617, ASV4896
OTU1917	ASV3618
OTU1918	ASV3619, ASV5065
OTU1919	ASV3621, ASV8165, ASV9969
OTU1920	ASV3624
OTU1921	ASV3630, ASV6088, ASV11305
OTU1922	ASV3631
OTU1923	ASV3632
OTU1924	ASV3639
OTU1925	ASV3648, ASV10810
OTU1926	ASV3649
OTU1927	ASV3650, ASV5795, ASV6876, ASV8234
OTU1928	ASV3657
OTU1929	ASV3659, ASV8989
OTU1930	ASV3662
OTU1931	ASV3665
OTU1932	ASV3666, ASV5577
OTU1933	ASV3669
OTU1934	ASV3670, ASV5451, ASV8949
OTU1935	ASV3671, ASV11195
OTU1936	ASV3672, ASV9726, ASV11784
OTU1937	ASV3675
OTU1938	ASV3678, ASV7758, ASV8668
OTU1939	ASV3682
OTU1940	ASV3683, ASV5483
OTU1941	ASV3684
OTU1942	ASV3686, ASV6507
OTU1943	ASV3687
OTU1944	ASV3692
OTU1945	ASV3696
OTU1946	ASV3698
OTU1947	ASV3699
OTU1948	ASV3701
OTU1949	ASV3702, ASV11865
OTU1950	ASV3703
OTU1951	ASV3704, ASV3971, ASV6261, ASV9750, ASV10058, ASV11384
OTU1952	ASV3706
OTU1953	ASV3709, ASV5558
OTU1954	ASV3710
OTU1955	ASV3716
OTU1956	ASV3717, ASV4156
OTU1957	ASV3719
OTU1958	ASV3720
OTU1959	ASV3721
OTU1960	ASV3725, ASV8783
OTU1961	ASV3726
OTU1962	ASV3727
OTU1963	ASV3728
OTU1964	ASV3730, ASV4775
OTU1965	ASV3732
OTU1966	ASV3734
OTU1967	ASV3735
OTU1968	ASV3737
OTU1969	ASV3739, ASV3898, ASV7101, ASV8958, ASV9760
OTU1970	ASV3740
OTU1971	ASV3741, ASV7474
OTU1972	ASV3742
OTU1973	ASV3743
OTU1974	ASV3744
OTU1975	ASV3745
OTU1976	ASV3751, ASV5518, ASV11185, ASV11443
OTU1977	ASV3753
OTU1978	ASV3755, ASV5650
OTU1979	ASV3760
OTU1980	ASV3761
OTU1981	ASV3762, ASV4839
OTU1982	ASV3763
OTU1983	ASV3765
OTU1984	ASV3766, ASV4812, ASV4879, ASV7583, ASV9798
OTU1985	ASV3767
OTU1986	ASV3768
OTU1987	ASV3772
OTU1988	ASV3776
OTU1989	ASV3779
OTU1990	ASV3780, ASV5063, ASV10259
OTU1991	ASV3784
OTU1992	ASV3785, ASV6980
OTU1993	ASV3787, ASV6428
OTU1994	ASV3788
OTU1995	ASV3791, ASV9012
OTU1996	ASV3799
OTU1997	ASV3805
OTU1998	ASV3806
OTU1999	ASV3807
OTU2000	ASV3808
OTU2001	ASV3810, ASV4283, ASV7571
OTU2002	ASV3815
OTU2003	ASV3818
OTU2004	ASV3819
OTU2005	ASV3820
OTU2006	ASV3824
OTU2007	ASV3825, ASV8998
OTU2008	ASV3828
OTU2009	ASV3829, ASV10926
OTU2010	ASV3831
OTU2011	ASV3832, ASV8244
OTU2012	ASV3838
OTU2013	ASV3844
OTU2014	ASV3847, ASV5757
OTU2015	ASV3848
OTU2016	ASV3849, ASV11019
OTU2017	ASV3851
OTU2018	ASV3852
OTU2019	ASV3853
OTU2020	ASV3856
OTU2021	ASV3857
OTU2022	ASV3858
OTU2023	ASV3864, ASV4884, ASV6290
OTU2024	ASV3865, ASV4037
OTU2025	ASV3866, ASV7957
OTU2026	ASV3868
OTU2027	ASV3869
OTU2028	ASV3870, ASV6862
OTU2029	ASV3871
OTU2030	ASV3872
OTU2031	ASV3873, ASV10356
OTU2032	ASV3875
OTU2033	ASV3876
OTU2034	ASV3877
OTU2035	ASV3878, ASV6358, ASV10464
OTU2036	ASV3880
OTU2037	ASV3882, ASV8066
OTU2038	ASV3884
OTU2039	ASV3885
OTU2040	ASV3890, ASV11180
OTU2041	ASV3892
OTU2042	ASV3681, ASV3894
OTU2043	ASV3895, ASV5522, ASV8554
OTU2044	ASV3897
OTU2045	ASV3899, ASV4386, ASV4507, ASV4565
OTU2046	ASV3903
OTU2047	ASV3904
OTU2048	ASV3907
OTU2049	ASV3908
OTU2050	ASV3909
OTU2051	ASV3910
OTU2052	ASV3911
OTU2053	ASV3912, ASV8392
OTU2054	ASV3913
OTU2055	ASV3917
OTU2056	ASV3918, ASV8988, ASV11453
OTU2057	ASV3919, ASV8457
OTU2058	ASV3920
OTU2059	ASV3925, ASV11757
OTU2060	ASV3928
OTU2061	ASV3929
OTU2062	ASV3930
OTU2063	ASV3932, ASV6155
OTU2064	ASV3933
OTU2065	ASV3936
OTU2066	ASV3940
OTU2067	ASV3944
OTU2068	ASV3945
OTU2069	ASV3949
OTU2070	ASV3951, ASV7409
OTU2071	ASV3952
OTU2072	ASV3955, ASV8028
OTU2073	ASV3956
OTU2074	ASV3960
OTU2075	ASV3961, ASV6737
OTU2076	ASV3962
OTU2077	ASV3964
OTU2078	ASV3965
OTU2079	ASV3967
OTU2080	ASV3968, ASV6307
OTU2081	ASV3969, ASV8847
OTU2082	ASV3970
OTU2083	ASV3972, ASV6300, ASV11492
OTU2084	ASV3974
OTU2085	ASV3975, ASV5218
OTU2086	ASV3977
OTU2087	ASV453, ASV2265, ASV2910, ASV3980, ASV9141, ASV9190
OTU2088	ASV3981
OTU2089	ASV3982
OTU2090	ASV3984
OTU2091	ASV3990
OTU2092	ASV3994, ASV5119, ASV10970
OTU2093	ASV3996, ASV4721
OTU2094	ASV3998
OTU2095	ASV3999
OTU2096	ASV4000, ASV9785
OTU2097	ASV4001
OTU2098	ASV4002
OTU2099	ASV4003
OTU2100	ASV4004, ASV10923
OTU2101	ASV4005
OTU2102	ASV4007
OTU2103	ASV4008, ASV4338
OTU2104	ASV4009
OTU2105	ASV4014, ASV6841, ASV6867
OTU2106	ASV4018
OTU2107	ASV4020, ASV11042
OTU2108	ASV4021
OTU2109	ASV4024
OTU2110	ASV4025
OTU2111	ASV4026
OTU2112	ASV4028, ASV5061, ASV6027, ASV6551, ASV8941
OTU2113	ASV4029
OTU2114	ASV4031
OTU2115	ASV4032, ASV5093, ASV5517, ASV7698
OTU2116	ASV4033
OTU2117	ASV4036, ASV9911
OTU2118	ASV4039
OTU2119	ASV4041, ASV11299
OTU2120	ASV4044, ASV8311
OTU2121	ASV4046
OTU2122	ASV4048
OTU2123	ASV4049
OTU2124	ASV4051
OTU2125	ASV4052, ASV8734
OTU2126	ASV4053
OTU2127	ASV4054
OTU2128	ASV4055
OTU2129	ASV4057
OTU2130	ASV4060, ASV5034, ASV10917
OTU2131	ASV4064, ASV4771
OTU2132	ASV4065
OTU2133	ASV4066, ASV11441
OTU2134	ASV4067, ASV5286, ASV6202, ASV9172
OTU2135	ASV4069
OTU2136	ASV4071
OTU2137	ASV4073, ASV11313
OTU2138	ASV4076, ASV10677
OTU2139	ASV4079
OTU2140	ASV4080
OTU2141	ASV4083
OTU2142	ASV4088
OTU2143	ASV4090, ASV4102, ASV7233
OTU2144	ASV4091, ASV10802
OTU2145	ASV4095, ASV10985
OTU2146	ASV4097
OTU2147	ASV4099
OTU2148	ASV4107, ASV8624, ASV10818
OTU2149	ASV4108, ASV6314
OTU2150	ASV4109, ASV6521, ASV7668
OTU2151	ASV4110
OTU2152	ASV4112, ASV7463, ASV10167
OTU2153	ASV4113
OTU2154	ASV4114
OTU2155	ASV4115
OTU2156	ASV4116
OTU2157	ASV4119
OTU2158	ASV4120, ASV11041
OTU2159	ASV4121, ASV4385
OTU2160	ASV4122, ASV7092, ASV7331
OTU2161	ASV4123
OTU2162	ASV4126
OTU2163	ASV4129
OTU2164	ASV4131
OTU2165	ASV4132, ASV7961, ASV8006
OTU2166	ASV4134
OTU2167	ASV4135, ASV9008, ASV9025
OTU2168	ASV4138
OTU2169	ASV4139
OTU2170	ASV4141
OTU2171	ASV4142
OTU2172	ASV4143
OTU2173	ASV4146
OTU2174	ASV4148
OTU2175	ASV4151
OTU2176	ASV4153
OTU2177	ASV4157, ASV8107
OTU2178	ASV4160
OTU2179	ASV4161, ASV5077
OTU2180	ASV4162
OTU2181	ASV4165, ASV4167, ASV5570, ASV6802, ASV7003, ASV7010, ASV11295, ASV11661
OTU2182	ASV4168, ASV6932, ASV8911
OTU2183	ASV4169
OTU2184	ASV4170
OTU2185	ASV4171, ASV6085
OTU2186	ASV4173, ASV5531, ASV9483
OTU2187	ASV4174
OTU2188	ASV4177
OTU2189	ASV4178
OTU2190	ASV4186
OTU2191	ASV4192
OTU2192	ASV4196, ASV9832, ASV10524, ASV11393
OTU2193	ASV4197, ASV4953, ASV5791, ASV9793
OTU2194	ASV4198
OTU2195	ASV4199
OTU2196	ASV4200
OTU2197	ASV4201
OTU2198	ASV4202
OTU2199	ASV4206
OTU2200	ASV4207
OTU2201	ASV4208
OTU2202	ASV4209
OTU2203	ASV4210
OTU2204	ASV4213
OTU2205	ASV4214
OTU2206	ASV4218, ASV6304, ASV7224
OTU2207	ASV4220
OTU2208	ASV4221, ASV8774
OTU2209	ASV4222
OTU2210	ASV4223
OTU2211	ASV4224
OTU2212	ASV4225, ASV10953, ASV11741
OTU2213	ASV4226, ASV11531
OTU2214	ASV4228
OTU2215	ASV4236
OTU2216	ASV4240
OTU2217	ASV4241
OTU2218	ASV4245
OTU2219	ASV4246
OTU2220	ASV4247, ASV7965
OTU2221	ASV4252
OTU2222	ASV4256
OTU2223	ASV4258, ASV12016
OTU2224	ASV4261
OTU2225	ASV4265
OTU2226	ASV4267, ASV6060, ASV9923, ASV10633
OTU2227	ASV4270
OTU2228	ASV4271
OTU2229	ASV4272
OTU2230	ASV4273
OTU2231	ASV4274
OTU2232	ASV4278, ASV5365
OTU2233	ASV4279
OTU2234	ASV4282, ASV7949
OTU2235	ASV4285
OTU2236	ASV4286
OTU2237	ASV4287
OTU2238	ASV4288, ASV6999, ASV9342, ASV10542
OTU2239	ASV4291
OTU2240	ASV4292
OTU2241	ASV4295, ASV10834
OTU2242	ASV4296
OTU2243	ASV4297
OTU2244	ASV2598, ASV4233, ASV4234, ASV4301, ASV4345, ASV4797, ASV5016, ASV5372, ASV5486, ASV5823, ASV6105, ASV9254, ASV11001
OTU2245	ASV4302, ASV11807
OTU2246	ASV4305
OTU2247	ASV4307, ASV4820, ASV9095
OTU2248	ASV4309, ASV7253
OTU2249	ASV4312, ASV11199
OTU2250	ASV4313, ASV5859, ASV11449, ASV12002
OTU2251	ASV4314, ASV10148
OTU2252	ASV4315, ASV8892
OTU2253	ASV4320
OTU2254	ASV4321
OTU2255	ASV4325
OTU2256	ASV4326
OTU2257	ASV4331
OTU2258	ASV4333
OTU2259	ASV4334
OTU2260	ASV4337
OTU2261	ASV4339
OTU2262	ASV4340
OTU2263	ASV4342
OTU2264	ASV4343
OTU2265	ASV4346
OTU2266	ASV4348
OTU2267	ASV4349, ASV6603, ASV7436
OTU2268	ASV4351, ASV11681
OTU2269	ASV4355
OTU2270	ASV4356
OTU2271	ASV4359
OTU2272	ASV4361
OTU2273	ASV4364
OTU2274	ASV4367
OTU2275	ASV4368
OTU2276	ASV4369
OTU2277	ASV4372, ASV10910
OTU2278	ASV2297, ASV4374, ASV7052
OTU2279	ASV4375
OTU2280	ASV4377, ASV8820
OTU2281	ASV4381
OTU2282	ASV4382
OTU2283	ASV4383, ASV9255
OTU2284	ASV4388
OTU2285	ASV4389, ASV6601, ASV9976
OTU2286	ASV4391
OTU2287	ASV4396
OTU2288	ASV4398, ASV5855, ASV9121, ASV11914
OTU2289	ASV4399, ASV7201, ASV10323
OTU2290	ASV4400, ASV11385
OTU2291	ASV4401
OTU2292	ASV4402
OTU2293	ASV4403
OTU2294	ASV4404
OTU2295	ASV4405
OTU2296	ASV4406, ASV10040
OTU2297	ASV4407, ASV4793
OTU2298	ASV4408
OTU2299	ASV4409
OTU2300	ASV4411
OTU2301	ASV4412, ASV5620
OTU2302	ASV4413
OTU2303	ASV4416
OTU2304	ASV4419
OTU2305	ASV4420, ASV9656
OTU2306	ASV4421, ASV11053
OTU2307	ASV4423, ASV5972
OTU2308	ASV4424
OTU2309	ASV4426, ASV6628
OTU2310	ASV4428, ASV7896
OTU2311	ASV4432, ASV10804
OTU2312	ASV4435, ASV6351, ASV6572
OTU2313	ASV4437
OTU2314	ASV4438
OTU2315	ASV4439
OTU2316	ASV4440
OTU2317	ASV4441
OTU2318	ASV4442
OTU2319	ASV4444
OTU2320	ASV4447
OTU2321	ASV4448
OTU2322	ASV4449
OTU2323	ASV4452
OTU2324	ASV4453
OTU2325	ASV4454
OTU2326	ASV4456
OTU2327	ASV4457, ASV6063
OTU2328	ASV4458
OTU2329	ASV4459, ASV5068, ASV5469, ASV5831, ASV5841, ASV6115, ASV6430
OTU2330	ASV4463
OTU2331	ASV4468
OTU2332	ASV4470
OTU2333	ASV4472
OTU2334	ASV1080, ASV2717, ASV3789, ASV4473, ASV8136, ASV9757
OTU2335	ASV4474, ASV6789
OTU2336	ASV4475
OTU2337	ASV4476
OTU2338	ASV4477, ASV5292
OTU2339	ASV4479
OTU2340	ASV4480
OTU2341	ASV4481
OTU2342	ASV4482
OTU2343	ASV4483
OTU2344	ASV4484
OTU2345	ASV4485
OTU2346	ASV4487
OTU2347	ASV4489, ASV7428
OTU2348	ASV4490, ASV6241, ASV8156
OTU2349	ASV4493
OTU2350	ASV4498, ASV6846, ASV7901, ASV9170
OTU2351	ASV4503, ASV10335
OTU2352	ASV4505, ASV11612
OTU2353	ASV4509, ASV11984
OTU2354	ASV4511, ASV6804, ASV9189
OTU2355	ASV4514
OTU2356	ASV4516
OTU2357	ASV4517, ASV6439
OTU2358	ASV4518
OTU2359	ASV4520
OTU2360	ASV4523, ASV6126, ASV6763
OTU2361	ASV4525
OTU2362	ASV4526
OTU2363	ASV4527
OTU2364	ASV4529
OTU2365	ASV4532, ASV9021
OTU2366	ASV4533
OTU2367	ASV4535
OTU2368	ASV4536, ASV8882
OTU2369	ASV4538
OTU2370	ASV4539
OTU2371	ASV4540
OTU2372	ASV4541
OTU2373	ASV4542
OTU2374	ASV4546
OTU2375	ASV4547
OTU2376	ASV4548
OTU2377	ASV4550
OTU2378	ASV4551
OTU2379	ASV4552
OTU2380	ASV4556
OTU2381	ASV4560
OTU2382	ASV4562, ASV6736
OTU2383	ASV4567
OTU2384	ASV4568
OTU2385	ASV4569, ASV4875
OTU2386	ASV4570
OTU2387	ASV4571
OTU2388	ASV4573
OTU2389	ASV4578
OTU2390	ASV4579
OTU2391	ASV4580, ASV10395
OTU2392	ASV4582
OTU2393	ASV4583, ASV8040
OTU2394	ASV4584
OTU2395	ASV4585
OTU2396	ASV4589
OTU2397	ASV4592
OTU2398	ASV4593
OTU2399	ASV4594
OTU2400	ASV4596, ASV11946
OTU2401	ASV4599
OTU2402	ASV4602, ASV6935, ASV9038
OTU2403	ASV4605
OTU2404	ASV4606
OTU2405	ASV4607
OTU2406	ASV4612, ASV11217
OTU2407	ASV4614, ASV9803
OTU2408	ASV4618, ASV7307, ASV8467, ASV9486
OTU2409	ASV4619
OTU2410	ASV4621
OTU2411	ASV4622
OTU2412	ASV4623
OTU2413	ASV4627
OTU2414	ASV4630, ASV4676, ASV7048
OTU2415	ASV4634
OTU2416	ASV4635, ASV8849
OTU2417	ASV4638
OTU2418	ASV4640
OTU2419	ASV4641, ASV5004
OTU2420	ASV4642
OTU2421	ASV4643
OTU2422	ASV4644
OTU2423	ASV4645
OTU2424	ASV4646
OTU2425	ASV4647
OTU2426	ASV4648
OTU2427	ASV4649
OTU2428	ASV4650
OTU2429	ASV4651
OTU2430	ASV4652, ASV5223, ASV9848, ASV10511
OTU2431	ASV4659, ASV11709
